S.no,User name,followers,Text,Url,Bio
960,"""FarmingFutures""",20402,"""The genetics of antibody response to paratuberculosis (Johnes Disease) in dairy cattle\nhttps://t.co/uZcohR5gkt""","""https://www.foodandfarmingfutures.co.uk""","""Sharing information on food and farming in the UK."""
961,"""ohadelaide""",922,"""Crohns disease blows mega balls, y'all. For real.""","""http://twitch.tv/adelaideGG""","""27. gamer. streamer. lgbtq and proud. @GuildWars2 partner since August 2015. cs:go & hiking & makeup. always in heels."""
962,"""adj_ALLforLOVE""",1634,"""The only way a disease can be an epidemic is thru vaccination. You got it instantly and you pay for it too!\u2026 https://t.co/6iExCYzwzT""","""http://www.facebook.com/groups/WeAreTheWorldPeaceMaker/""","""\u2665 Life Coach. Spiritual Healer. Peace Activist.\u2708 The Campaign for Freedom & Liberty. \u0950 Sharing the Wisdom & Inspiration from the Upstream...."""
963,"""SoulSurvivor60""",1436,"""#Racism the #Communist disease that makes you believe absurdities and commit atrocities..... https://t.co/wM5NSp26JE""",null,"""\""Loquendi Libertatem Custodiamus\""  (((Equal Opportunity Offender))) \nYour freedom, not at my expense. Can't stand the heat, keep it moving!"""
964,"""fimetic""",297,"""RT @j_chatwani: @markantro WOW!Disease of true fascism has started to infect UK after a mere 40 odd yrs' in EU's company! Time to B\u2026 """,null,"""Let every eye negotiate for itself and trust no agent. #Handel #Tridentine #limitstogrowth #ChelseaFC #deminishingreturns. Views only as a last resort."""
965,"""HDAwareness""",8467,"""RT @zoeyoungmummy: I liked a @YouTube video https://t.co/E2kQXZQlH9 Living with Juvenile Huntington's Disease""","""http://www.HDAwareness.com""","""You are key to a cure for Huntington's Disease Get involved, Thank You. #EnrollHD #Huntingtonsdisease #huntingtondisease #JhdKids #Juvenilehuntingtonsdisease"""
966,"""AnakanaSchofiel""",3332,"""RT @AHAAustin: Skipping the flu shot? Flu can leave most people sick for days. But if you have heart disease, it can be serious.\u2026 ""","""http://anakanaschofield.com""","""Novelist. Martin John: Goldsmiths Prize, Giller Prize finalist. Malarky: Amazon.ca First Novel Award 2012 + more Weather/virology watcher Face blind Rep: Wylie"""
967,"""medshronline""",7505,"""Study of #genetics of #BreastCancer provides clues to mechanisms behind the #disease @BreastOncology @jrgralow #NHS https://t.co/Wx25WiDoDx""","""http://medshr.it/joinfree""","""MedShr is the safe way for verified medical professionals to discover, discuss and share clinical cases. MedShr now has 350,000+ members - join free today!"""
968,"""crazyloveonedx""",887,"""RT @LupusTreatment: In the 18th century, when #lupus was just starting to be recognized as a disease, it was thought that it was caused by\u2026""","""http://LodovicaMyPrincess.com""","""La mia vita \u00e8 fatta di tante piccole cose insignificanti,ma voi le avete prese tutte,le avete rese qualcosa di significanti{1D,ZAYN} -Ed Sheeran My Angel-160317"""
969,"""Pritipriya2009""",444,"""Cow urine corrects functioning of liver. \u00a0It gives disease resistance power to the body. #\u0917\u094c\u0930\u0915\u094d\u0937\u093e_\u0938\u0947_\u0930\u093e\u0937\u094d\u091f\u094d\u0930\u0939\u093f\u0924\nhttps://t.co/362hJf527b""","""http://www.google.com""","""#Isupportsantasharamjibapu"""
970,"""Audrey_Lari""",6777,"""Pretty hurt https://t.co/6LdhWHdwAD""",null,"""\ud83c\udde8\ud83c\uddf2"""
971,"""TheeNtokoMedusa""",1884,"""RT @Luyanda_Maf: More education on cancer is needed in black communities. My people can't keep dying from this disease not knowing what it\u2026""","""http://instagram.com/ntoko_khumzii""","""Unfolding My Own Myths \ud83d\udd0e // Umlilo weBig Nuz \ud83d\udd25 // Unapologetically Boring \ud83d\ude16 // Sgelekeqe es'Focused \ud83d\udd1d// \ud83d\udcda\ud83c\udf92\ud83d\ude88\ud83d\udea2\u2708 // #SpectacleGang \ud83d\udc53"""
972,"""petia_ganeva""",93,"""RT @mercola: Almost 6 million Americans suffer from #Alzheimers. How can you protect yourself from this disease? https://t.co/8wDyZeaRaG""","""https://genuineartistry.com/""","""\ud83d\ude07"""
973,"""paigesawickii""",286,"""RT @biticonjustine: 2 important rules: protect ur gums from gingivitis and protect ur heart from everything especially heart disease and bo\u2026""",null,"""whaddup i'm jared i'm 19 and i never fckin learned how to read"""
974,"""gueswatsayn""",0,"""If you let blacks take over Hollywood, disease is going to reck society because ignorant Bay Area prophet's who wanted all those prophecies.""",null,"""I'm an Polynesian Tongan single adult male."""
975,"""cazzrhughes""",638,"""@Uigeach1 @BBCNews @BenPBradshaw @MsHelicat It's a disease. Nepotism over merit doesn't work in modern times and we\u2026 https://t.co/ie974Wrg5N""",null,"""Nothing here because I'm a woman and a democrat so likely to change my mind. It's ok to say 'I was wrong. I've changed my mind'."""
976,"""robert2266""",1050,"""Almost 6 million Americans suffer from #Alzheimers. How can you protect yourself from this disease? https://t.co/1EHwApjEzj\n\n\u2014 Dr. Joseph \u2026""",null,"""The Dark Lord"""
977,"""Blackswan725""",849,"""RT @JenBaty: @ClaraJeffery It\u2019s important to note that he does have Parkinson\u2019s, which is a neurological disease that often affe\u2026 """,null,"""Child of The God of the universe!"""
978,"""badmoodvictor""",579,"""RT @Luyanda_Maf: More education on cancer is needed in black communities. My people can't keep dying from this disease not knowing what it\u2026""","""http://www.instagram.com/@badmoodvictor""","""Down in the ceiling looking up at the bed \ud83d\ude2dTwo beds. One pillow. Don't even try to understand that!"""
979,"""tweetsains""",6349,"""Other than that, gene cloning is also important in gene therapy, in which human cells are engineered in order to tr\u2026 https://t.co/VEowcazgzz""","""https://medium.com/@tweetsains""","""Hi I'm @nursyahirahnsd will be curating from 23rd oct until 29th oct"""
980,"""doctordubai""",224,"""Public Health Unit explores source of three new Legionnaires' disease cases in Sydney's west https://t.co/JZibQS1MxV""",null,null
981,"""millzzmary""",1342,"""RT @Luyanda_Maf: More education on cancer is needed in black communities. My people can't keep dying from this disease not knowing what it\u2026""","""http://www.camillamlilwana.tumblr.com""","""The fire flame emoji in human form || - @ilovechillim // snapchat: @cami_millz"""
982,"""Alixsar""",207,"""RT @michaelianblack: True fact. Trump is only the symptom; a forty year Republican campaign of dismantling the middle class + racial sca\u2026 """,null,"""The meanest, prettiest, baddest mofo low down around this town. Opinions are mine, but you can borrow them as long as you return them in good working condition."""
983,"""CassandraRules""",126622,"""I hope you realize it's not one sided https://t.co/kIWQuX5Dwh""","""http://facebook.com/cassandra.rules.1""","""\""You're miserable, edgy and tired. You're in the perfect mood for journalism.\"" CassandraFairbanks@protonmail.com"""
984,"""aemraven""",89,"""RT @SyIviaPIIath: Loneliness is like a disease of the blood, dispersed throughout the body so that one cannot locate the matrix, the spot o\u2026""","""http://strangejii.tumblr.com""","""Queer.  Leading to the sun to light the prism of my heart."""
985,"""erimor777""",1295,"""#ad WHOOPING COUGH (PERTUSSIS):DISEASE CAN AFFECT ALL AGES~~ PAMPHLET/BROCHURE https://t.co/CosC2vgB2j""",null,"""Re-Tweeting things I think are interesting!  \ud83e\uddd0 (items not mine,  but courtesy of its respective owners) \ud83d\udecd\ud83d\udc57\ud83d\uded2\ud83d\udc59\ud83d\udc54\ud83d\udc5b 1st Thessalonians 5:16 \u201cRejoice always\u201d"""
986,"""414Rilo""",536,"""RT @HeyFranHey: My grandmother has Alzheimer\u2019s disease and fully recognized me all day today. I got a chance to connect with her and fill h\u2026""",null,"""21. #FREEGATES"""
987,"""grocerysalmon_""",479,"""African-Americans live shorter lives due to heart disease and stroke https://t.co/o3VUJ9Jt9a""",null,null
988,"""swaggy_lloyd""",369,"""RT @GetBusyJa: @troywilson007 U got a Mike Tyson tattoo on your face, wit a disease bump AND shades on \ud83d\ude2d . Nigga the end is near for u""",null,"""LAKERS\ud83d\udc9c\ud83d\udc9b \ud83d\udc7b: lloyduh"""
989,"""n0tfrances""",36,"""Deadass not helping myself on any of these fronts https://t.co/Xvbc6YYytW""",null,"""\u00af\\_(\u30c4)_/\u00af"""
990,"""ShoulderPainFix""",2017,"""#ShoulderArthritis may be caused by surgery (secondary degenerative joint disease), inflammation (rheumatoid arthritis).""","""http://bit.ly/shoulderpainguidedl""","""Learn about the causes of shoulder pain"""
991,"""belivedomore""",120,"""RT @lunguk: We've published a report with @BTSrespiratory on the cost effectiveness of lung disease treatments &amp; interventions\u2026 """,null,null
992,"""OutThinkingPD""",4271,"""Food, Allergies and Parkinson's Disease https://t.co/TXlERxv440 #parkinsonsdisease""","""http://www.outthinkingparkinsons.com""","""Resources and Information for People Affected by Parkinson's Disease #outthinkingparkinsons #parkinsonsdisease #health #wellness #movementdisorders"""
993,"""lsaelee23""",240,"""RT @GetBusyJa: @troywilson007 U got a Mike Tyson tattoo on your face, wit a disease bump AND shades on \ud83d\ude2d . Nigga the end is near for u""",null,"""rip shyann \ud83d\udc9c // fhs"""
994,"""Goss2Bay""",217,"""@jtrlax1999 @Moorhouseee A lot of people who die, can only donate certain organs due to medical conditions etc. I c\u2026 https://t.co/50YsCcljL8""",null,"""I'm not that exciting so I have nothing to write here"""
995,"""27Tawnyowl""",5158,"""#ThisDay 2000 - The long awaited report into the spread of BSE or 'mad cow disease' and its....\nhttps://t.co/BdsCZ9mARz""","""http://johnbtawn.simplesite.com""","""Retired Production Manager/Engineer, External Relations in Car Industry. Married to Lyn. Have a Daughter and 3 sons + 4 Grand Daughters & 4 dogs."""
996,"""maxyluciano10""",37,"""@mwikali280 @tabby_wothaya illiteracy the worst disease of the mind #you""",null,"""still strong"""
997,"""oheyitsivy""",428,"""RT @biticonjustine: 2 important rules: protect ur gums from gingivitis and protect ur heart from everything especially heart disease and bo\u2026""","""http://Instagram.com/oheyitsivy""","""let me just control alt delete my feelings"""
998,"""blingingtaemint""",500,"""Shit I was watching this during lecture &amp; had to stop myself from laughing or smiling like a creep\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02 https://t.co/mXQL6oZVTj""","""https://www.youtube.com/channel/UCGiW0Rl6Sihe82CNHDPGsCQ""","""|Jongtae is\u2764\ufe0f| SHINee is\u2764\ufe0f| Lu Han\u2764\ufe0f| EXO-M| \u800c\u6211\u53d7\u8fc7\u7684\u4f24  \u90fd\u662f\u6211\u7684\u52cb\u7ae0| Chinese to English| lazy subber"""
999,"""xkaitlinn""",328,"""RT @biticonjustine: 2 important rules: protect ur gums from gingivitis and protect ur heart from everything especially heart disease and bo\u2026""","""http://Instagram.com/kaitlinvuu""","""grow, heal, & love."""
1000,"""Elmainn""",139,"""RT @swemyada: #CleanWater improves sanitation &amp; reduces chances of disease &amp; infections.\n#NotAnotherNigerian denied clean water.\u2026 """,null,"""Lecturer, Information Technologist, Consultant, @Neieffellow"""
1001,"""drbotmd""",48,"""Ropivatine (antifungal)\nUsed to treat congenital job disease\nDecreases the persnickety effects of sertraline""","""https://github.com/hatkirby/chemist""","""On the bleeding edge of biochemistry, saving the world one pill that looks like candy at a time. Synthesized by @starla4444."""
1002,"""MikeTehCat""",133,"""@skullshevik Citing hunger or disease as casualities of capitalism is like citing water as a cause of dehydration.""","""https://www.youtube.com/user/mikethecat1000""","""Mormon, Free Market Panarchist, and cynical idealist.  Owns a summer home in Kekistan"""
1003,"""Luma923""",1990,"""RT @LaLaRueFrench75: @and_kell @agargmd @jkellyca @DumpTrump7 @Vbalance03 @DrPaolini @ThisMomHCN @LilEarthling369 @HenningTveit @lach33\u2026 ""","""http://artsybooker.tumblr.com/""","""Archives, Art, Beer, Books, Cartoons, Education, Environment, Feminism, History, Journalism, Media, Music, Photos & Politics ...always Politics #StillSanders"""
1004,"""seydouremi""",229,"""RT @MedicaIGuide: Here are some commom disease suffixes.. https://t.co/owkp2iwCeE""","""https://www.instagram.com/?hl=fr""","""La couronne \u00e0 Simba \ud83d\udc51"""
1005,"""SuppasitP""",154,"""RT @WSJ: Using Crispr to targeting RNA instead of DNA offers new avenue to correct disease-causing mutations: study\nhttps://t.co/lF4QYcIX27""",null,"""Entrepreneur l Biotech Startup l Genetics l Regenerative Medicine"""
1006,"""nosheenagha""",19,"""Just like PMLN has Mush ki qamar dard phobia https://t.co/MPvRtTYFY6""",null,null
1007,"""httpsmithys""",475,"""zeglaitis sounds like a disease""",null,"""i live in Belfast Ireland @pyschodobrik// todd can choke"""
1008,"""belivedomore""",120,"""@Lovexair informe publicado sobre eficac\u00eda en tratamientos para enfermedades pulmonares https://t.co/UFdICmgd3R""",null,null
1009,"""NwabisaNgesi""",806,"""RT @HeyFranHey: My grandmother has Alzheimer\u2019s disease and fully recognized me all day today. I got a chance to connect with her and fill h\u2026""",null,"""Learning & unlearning. Choosing myself always; all ways \u2764"""
1010,"""lorrainedamonte""",923,"""RT @DamonteLorraine: An excellent intro book to Lyme disease. https://t.co/fvwWdEbv34""","""http://www.faceboo.com/spotthetick""","""Hoping to bring awareness to children that small creatures that bite can be harmful. Think smart, think tick, spot the tick!"""
1011,"""Aesha_Alameen""",344,"""RT @Maaryam_Ado: URGENT HELP NEEDED!!\n\nThe pictures below are of a four year-old Ummu-Salma Buhari, she's suffering from Complex Con\u2026 """,null,"""My blog address\ud83d\udc49\nhttp://aishaalkali.wordpress.com\nspread peace feed the hungry and save humanity \ud83c\udf37\ud83c\udf38"""
1012,"""ProbstBakery""",388,"""RT @NBCNews: Puerto Ricans at risk of waterborne disease outbreaks in wake of Hurricane Maria https://t.co/sW6gWLdh8F https://t.co/QehCe6rU\u2026""","""http://www.facebook.com/probst.willi.bakery""",null
1013,"""billrockey""",324,"""RT @michaelianblack: True fact. Trump is only the symptom; a forty year Republican campaign of dismantling the middle class + racial sca\u2026 """,null,"""I work with donkeys. I know what shit looks like...\n\nRT's = Endorsement, or Scorn. Use your imagination..."""
1014,"""victoriaokeowo""",291,"""RT @IsimaOdeh: Same political houseboys who called Sahara Reporters, a great investigative news outlet, when they were posting art\u2026 """,null,null
1015,"""Aslan2266""",465,"""Almost 6 million Americans suffer from #Alzheimers. How can you protect yourself from this disease? https://t.co/vFrdRLBEx6\n\n\u2014 Dr. Joseph \u2026""",null,"""Tech Biz Guy"""
1016,"""BTS_SavedMe_""",33,"""RT @MedicaIGuide: Here are some commom disease suffixes.. https://t.co/owkp2iwCeE""",null,"""Here to give everything, to get my Babies what they deserve... Go A.R.M.Y. go \u2661"""
1017,"""lorrainedamonte""",923,"""RT @DamonteLorraine: https://t.co/lD4T9GiaKC""","""http://www.faceboo.com/spotthetick""","""Hoping to bring awareness to children that small creatures that bite can be harmful. Think smart, think tick, spot the tick!"""
1018,"""MichaelodwyerMD""",343,"""RT @CarolynBertozzi: Nice summary of the backstory behind our work with @gracescience:  https://t.co/vZqynX6r6f""","""http://www.bloodcancers.ie""","""Professor of Haematology, NUI Galway, Director Blood Cancer Network Ireland, HRB Clinician Scientist, Formerly Assistant Professor OHSU, Oregon"""
1019,"""IPCHeartCare""",1276,"""Heart disease: THIS injection is \u2018SEVEN times\u2019 more preventative than supplements https://t.co/fZqIty2vs0 #heartdisease""","""http://www.ipcheartcentre.com/""","""IPC Heart care is India's largest provider of Preventive & Non-surgical Cardiac Treatments, providing cost effective non-surgical treatments for heart disease."""
1020,"""IPCHeartCare""",1276,"""Bananas, avocados might prevent heart disease, says study https://t.co/RF8ZVYpesI #heartdisease""","""http://www.ipcheartcentre.com/""","""IPC Heart care is India's largest provider of Preventive & Non-surgical Cardiac Treatments, providing cost effective non-surgical treatments for heart disease."""
1021,"""SeivahSurge""",37,"""Anime is a disease""","""http://steamcommunity.com/id/saviorsurge""","""\u300c\uff33\uff48\uff49\uff54\uff50\uff4f\uff53\uff54\uff49\uff4e\uff47\u3000\uff29\uff4e\uff54\uff45\uff4c\uff4c\uff45\uff43\uff54\uff55\uff41\uff4c\u300dVietnamese moving tablet images are a mistake"""
1022,"""VicMMoni""",1205,"""RT @MmasanaMatela: !! Same goes for sickle cell anemia !! https://t.co/fqCZdUpNWx""",null,"""Director of Blue Mountain Industries (pty) ltd|| Hasta la victoria siempre|| Retweets are not endorsments."""
1023,"""Vimalnandjha1""",19,"""RT @aajtak: \u091b\u0920 \u0915\u0947 \u092a\u0930\u094d\u0935 \u092a\u0930 \u092d\u0940 \u0938\u093e\u092b \u0928\u0939\u0940 \u092f\u092e\u0941\u0928\u093e. \u092a\u0922\u093c\u093f\u090f \u092f\u0947 \u0930\u093f\u092a\u094b\u0930\u094d\u091f\nhttps://t.co/WJ4wX0xxO5""",null,null
1024,"""Old_dusty_""",595,"""RT @fozlab: I'm looking for a postdoc to work on genomics of wildlife pathogens. Broad opportunities within disease ecology and\u2026 """,null,"""CURRENTLY LOOKING FOR WORK FOR May 2018. DM me for my LinkedIn profile. Interested in biology teaching and/or research, short contracts okay."""
1025,"""EMJStaceyRivers""",831,"""RT @HarvardHealth: A high HDL cholesterol level may not be as beneficial for preventing heart disease as once believed.\u2026 ""","""http://emjreviews.com/""","""Product Development Manager for the European #Medical Journal. Subscribe for free: http://ow.ly/KJ96C. For more #health tweets visit @EMJreviews"""
1026,"""VicMMoni""",1205,"""RT @Luyanda_Maf: More education on cancer is needed in black communities. My people can't keep dying from this disease not knowing what it\u2026""",null,"""Director of Blue Mountain Industries (pty) ltd|| Hasta la victoria siempre|| Retweets are not endorsments."""
1027,"""Thomas_Wilckens""",1883,"""From Rare Disease to Blockbusters; #ArtificialIntelligence &amp; multi-omics will drive #PrecisionMedicine https://t.co/5YtLM2XfeA""","""http://www.InnVentis.com""","""MD, #PRECISIONMEDICINE leader: Changing the way we diagnose, treat  and eventually prevent disease.  #BigDATA and #MachineLearning applied to #omics"""
1028,"""lawrencerabbott""",80,"""RT @mercola: Almost 6 million Americans suffer from #Alzheimers. How can you protect yourself from this disease? https://t.co/8wDyZeaRaG""",null,null
1029,"""iamkhuzwayo""",218,"""RT @Luyanda_Maf: More education on cancer is needed in black communities. My people can't keep dying from this disease not knowing what it\u2026""",null,null
1030,"""twoonjy""",631,"""RT @IsimaOdeh: Same political houseboys who called Sahara Reporters, a great investigative news outlet, when they were posting art\u2026 """,null,"""Muslim||LP||Chartered Arbitrator||Mediator||ISTP||\ud83d\udd34||many more"""
1031,"""Emma_chick""",21,"""#InvisiblyDisabledLooksLike Coeliac Disease. Systematic Lupus Erythematosus. Hypoglobulinaemia. https://t.co/6bNuprCZu5""",null,"""I'm a 29 year old woman with many interests. Including; harry Potter, baking, diet (having Coeliac disease), reading and TV shows. Chronic illness warrior."""
1032,"""robertgarcia223""",291,"""Almost 6 million Americans suffer from #Alzheimers. How can you protect yourself from this disease? https://t.co/pxUlJ5MjLM\n\n\u2014 Dr. Joseph \u2026""",null,"""Solid as a Rock!"""
1033,"""NotVampyre""",16,"""@TarbuckTransom Tarbuck, can you hear me? Thanks for the disease!""",null,"""No vampyres here. I swear. \nHome for cannon reviews and Degrassi Retrospectives."""
1034,"""NuriaRafaela""",365,"""RT @MedicaIGuide: Here are some commom disease suffixes.. https://t.co/owkp2iwCeE""","""https://youtu.be/l8OGwRyFlVs""","""SNAPCHAT : nuria.rafaela \ud83d\udc7b"""
1035,"""diabetic_li""",311,"""Scientists Are Now Using Parasites To Cure Disease - Shared from https://t.co/05QEqHTOzs. [https://t.co/YhPg9zVVi6] https://t.co/oOIWMuAR6e""",null,"""We promote scientific articles about Diabetes such as new treatments, pharmacology and healthy habits. Tweets are sponsored via https://Igram.im"""
1036,"""Diabetescouk""",46940,"""RT @drjasonfung: Check out this week's new podcast - discussing insulin resistance, fructose and kidney disease\u2026 ""","""http://www.diabetes.co.uk""","""Join the world's #1 diabetes community with 250,000 forum members and 1.8m years of cumulative experience. #DiabetesAwareness #BloodSugarSelfie #FacesOfDiabetes"""
1037,"""HarrisJaked""",206,"""RT @ArtFeeIing: Artist William Utermohlen was diagnosed with Alzheimer's disease in 1995. His final self portraits document the gra\u2026 """,null,"""England is my city"""
1038,"""ramsrespicio""",159,"""RT @MedicaIGuide: Here are some commom disease suffixes.. https://t.co/owkp2iwCeE""",null,"""one day at a time"""
1039,"""Mari_Son13""",806,"""RT @HeyFranHey: My grandmother has Alzheimer\u2019s disease and fully recognized me all day today. I got a chance to connect with her and fill h\u2026""",null,"""'I've been dealing with toddlers all day, talking ABC's, telling 'em what sounds a cow makes. It's moo motherfucker. It's moo.' - Kev (Shameless)"""
1040,"""tundrawolfqueen""",726,"""RT @ceejay410: @TrueFactsStated @peteralanwaller Not nearly fast enough , and too many standing in line to pick up fascism mantra\u2026 """,null,"""\ud83d\udc3e#resist; married, awesome son;vet\ud83c\uddfa\ud83c\uddf8 love&stand #animals#horses\u2764like people\ud83d\udc2fsci/\ud83d\udc22\ud83d\udd77/paleo/space\ud83d\udd2dnature/canoeing\ud83c\udf32gardening\ud83c\udf3bmusic\ud83c\udfb8\ud83c\udfb6movies\ud83c\udf41books\u2615writing"""
1041,"""PhantomIsGuilty""",3336,"""RT @Maaryam_Ado: URGENT HELP NEEDED!!\n\nThe pictures below are of a four year-old Ummu-Salma Buhari, she's suffering from Complex Con\u2026 ""","""http://www.hulkshare.com/phantombaba""","""Am a recording artiste (a RAPPERtainer and poet)..IG-@Phantombaba"""
1042,"""mrsriyasen""",28,"""Best Treatment for Motor Neurone Disease #edencare #elderlyhomecareservices https://t.co/qNHmPtVixb via @SlideShare""","""http://learnspanishforlife.com/""","""This is Riya Sen from #India."""
1043,"""Juli_Bla""",75,"""RT @CRISPR_News: CRISPR can now manipulate more types of genetic material-RNA edit means it's not permanent https://t.co/R7si76cYhN via @Ve\u2026""",null,null
1044,"""Sethu_Jonga""",1005,"""RT @Luyanda_Maf: More education on cancer is needed in black communities. My people can't keep dying from this disease not knowing what it\u2026""",null,"""The occasional shot of the finest glass of Whiskey\ud83d\udca3\ud83d\udc51. UmXhosa, a special breed\u2764"""
1045,"""HennaBatool""",1274,"""RT @ZShaherbano: This person is not only a psychopath but also suffers from grandiose delusions https://t.co/LZ0WmniACw""",null,"""Karachi to London. Lawyer not Liar"""
1046,"""marshall5912""",379,"""RT @michaelianblack: True fact. Trump is only the symptom; a forty year Republican campaign of dismantling the middle class + racial sca\u2026 """,null,"""College graduate with a Bachelor's Degree in Biology. Life Sciences Education major at Youngstown State University. Anti-Trump."""
1047,"""byasstro""",67,"""RT @MedicaIGuide: Here are some commom disease suffixes.. https://t.co/owkp2iwCeE""",null,"""IU - Economics"""
1048,"""ivetwodads""",422,"""Ugh, my grandma died of a disease that would likely be cured in 3017 https://t.co/vCAhfT6cLE""",null,"""Leading Mind Influencer"""
1049,"""Kamathsudhi""",109,"""@PreetiSMenon @ArvindKejriwal The shoot and scoot disease of dilli ka maalik has spread to his chelas too.Madam, su\u2026 https://t.co/N71fQAAo9k""",null,"""\u25cfInquisitive.\n\u25cfPro India,Pro Armed Forces.\n\u25cfEnthusiast-Numismatics,Aviation,Current Affairs,Defence,F1,Cricket.\n\u25cfFoodie."""
1050,"""charles_driving""",4,"""Everyone has a role in the #prevention of #cardiovascular Disease ... even the #media https://t.co/aMSYrCwxix""",null,"""Cardiologist"""
1051,"""HayleyBickell""",187,"""if you intentionally expose someone to a life threatening disease w out them knowing, thats fucked up and should 10\u2026 https://t.co/EAll8rVjm7""",null,"""peace and love, my dudes"""
1052,"""xanria_018""",5048,"""The worst disease in the world is fear, and i am AFRAID of it..\n#YIATGBookLaunch\n#ALDUB119thWeeksary @lynieg88 @prettymai_0105""",null,null
1053,"""KhalidAzizLone""",318,"""Maryam who ? https://t.co/d1Lpm2yoZu""","""https://www.facebook.com/KhalidAzizLone""","""A rebel in search of truth and in pursuit of prosperity for Quaid's Pakistan. Ticket Holder of #PTI in PP-94 #Gujranwala, SVP PTI Central Punjab @PTICPOfficial."""
1054,"""Sigqibo_Mango96""",42,"""RT @Luyanda_Maf: More education on cancer is needed in black communities. My people can't keep dying from this disease not knowing what it\u2026""",null,"""Aspiring Modeler. Photographer. Co-founder of BLACKBIRD HOLDINGS. Brand Ambassador of Pegasis_Boutique.\nGod is great \u2665\ufe0f.\nEntrepreneur\ud83c\udf3f.\nCircle of creatives\ud83c\udf43"""
1055,"""rambler1222""",307,"""RT @CassandraRules: I hope you realize it's not one sided https://t.co/kIWQuX5Dwh""",null,"""Graduated with degrees in Psychology and Sociology from The University of Mississippi. Libertarian. Indycar and MMA fan. Occasional jackass."""
1056,"""kjp3000""",11,"""1/3 of Australians believe people with lung disease have only themselves to blame. Help break down the stigma:  https://t.co/tDdDeOR1JW""",null,null
1057,"""alanmcn1""",2124,"""RT @toph: So my paper, \u201cGlobal hotspots and correlates of emerging zoonotic diseases\u201d, came out today in Nature Communication\u2026 ""","""http://www.birmingham.ac.uk/staff/profiles/microbiology-infection/mcnally-alan.aspx""","""Microbial Genomics @IMIBirmingham. My views not UoB's"""
1058,"""theswanlydney""",1437,"""RT @LydneyOsteopath: DO YOU SIT DOWN MOST OF THE DAY?\nIt's not good for your back. Some easy tips to help.\nFor further help 01594840897\u2026 ""","""http://www.theswanlydney.co.uk""","""A traditional pub with accommodation, the perfect place to stay & enjoy a great selection of beers, ciders & spirits. Food also served daily. 01594 786069"""
1059,"""Hxnjja""",108,"""\u2800 She would totally deny it though\n\u2800 \u2800 They're both such messes, jeez. \n\n\u2800\u301d What if it's liver disease . . ? \u301e\nShe is really overthinking""",null,"""\u231c \u2654 \u231f\u2800 \u2508\u2508\u2508 \u2800\u275b\u2800 \ucc44\ub9ac \ufe57 \u2800\u275c \u3164\u3164\u3164\u3164\u3164\u3164\u3164\u3014 s\u1d07\u029f\u0493 \u1d0f\u1d04 \u250a \u1d0d\u1d20\u0280\u1d18 \u3015 \u3164\u3164\u3164 *\u27b9 \u2571 \u2111 \u1d21\u1d00\u0274\u1d1b \u1d1b\u1d0f \u1d49\u02e2\u1d9c\u1d43\u1d56\u1d49 \u1d1b\u1d0f \u1d00\u0274\u1d0f\u1d1b\u029c\u1d07\u0280 \u0280\u1d07\u1d00\u029f\u026a\u1d1b\u028f \u0f1a \u0f1a"""
1060,"""ShelleyRusso10""",187,"""RT @immunisationgap: Meningococcal disease is unpredictable. It can affect anyone. Even healthy people #GiveItYourBestShot\u2026 """,null,"""Neonatal nurse - interested in neonatal health, education, research & immunisation."""
1061,"""paglikahiki""",8926,"""#NayatiYouWeCanPinkChallenge Now support the battle against breast disease, You should take the Pink Challenge https://t.co/Er8IwAZpaT""",null,"""Traveller, Love #icecream in winter, foodie, Travel Freak"""
1062,"""zenybong""",1515,"""RT @xanria_018: The worst disease in the world is fear, and i am AFRAID of it..\n#YIATGBookLaunch\n#ALDUB119thWeeksary @lynieg88 @prettymai_0\u2026""",null,null
1063,"""dvnipvrk""",251,"""RT @biticonjustine: 2 important rules: protect ur gums from gingivitis and protect ur heart from everything especially heart disease and bo\u2026""","""http://vsco.co/dvnipvrk""","""RU \u201821"""
1064,"""PeterCawdron""",1432,"""RT @michaelianblack: True fact. Trump is only the symptom; a forty year Republican campaign of dismantling the middle class + racial sca\u2026 ""","""http://about.me/cawdronpeter""","""Husband, father and purveyor of fine science fiction. My debut novel ANOMALY has sold over 70,000 copies"""
1065,"""avelinamattix72""",6604,"""RT @OrganicLiveFood: The most devious robber of #health is not #disease but convenience: https://t.co/CbDSaNT4hf https://t.co/W2u4T5uCQF""",null,null
1066,"""ProudlyLiberal2""",6239,"""Alarm over disease as much of Puerto Rico still lacks clean water https://t.co/snebY6xDzw""",null,"""Identify & Call Your Rep: http://tiny.cc/Reps Identify & Call Your Senators: http://tiny.cc/Sen Hold them accountable to YOUR values & desires."""
1067,"""MartinJRiddell""",95,"""RT @michaelianblack: True fact. Trump is only the symptom; a forty year Republican campaign of dismantling the middle class + racial sca\u2026 """,null,"""Here in LA to make my future"""
1068,"""KhalidAzizLone""",318,"""I think this tweet is for Hamza Shahbaz and co. https://t.co/d1Lpm2yoZu""","""https://www.facebook.com/KhalidAzizLone""","""A rebel in search of truth and in pursuit of prosperity for Quaid's Pakistan. Ticket Holder of #PTI in PP-94 #Gujranwala, SVP PTI Central Punjab @PTICPOfficial."""
